A	B	C	D	term
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K18363	padD; phenylacetyl-CoA:acceptor oxidoreductase 26-kDa subunit
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K18360	padA; phenylacetyl-CoA:acceptor oxidoreductase accessory protein
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K18355	padG; phenylglyoxylate dehydrogenase alpha subunit [EC:1.2.1.58]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K18356	padI; phenylglyoxylate dehydrogenase beta subunit [EC:1.2.1.58]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K18357	padE; phenylglyoxylate dehydrogenase gamma subunit [EC:1.2.1.58]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K18358	padF; phenylglyoxylate dehydrogenase delta subunit [EC:1.2.1.58]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K18359	padH; phenylglyoxylate dehydrogenase epsilon subunit [EC:1.2.1.58]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K15517	GLYAL; glycine N-phenylacetyltransferase [EC:2.3.1.192]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K00270	pdh; phenylalanine dehydrogenase [EC:1.4.1.20]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K14454	GOT1; aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K14455	GOT2; aspartate aminotransferase, mitochondrial [EC:2.6.1.1]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K00811	ASP5; aspartate aminotransferase, chloroplastic [EC:2.6.1.1]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K00812	aspB; aspartate aminotransferase [EC:2.6.1.1]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K00813	aspC; aspartate aminotransferase [EC:2.6.1.1]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K11358	yhdR; aspartate aminotransferase [EC:2.6.1.1]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K15849	PAT, AAT; bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase [EC:2.6.1.1 2.6.1.78 2.6.1.79]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K00815	TAT; tyrosine aminotransferase [EC:2.6.1.5]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K00817	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K00832	tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K00838	ARO8; aromatic amino acid aminotransferase I / 2-aminoadipate transaminase [EC:2.6.1.57 2.6.1.39 2.6.1.27 2.6.1.5]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K05821	ARO9; aromatic amino acid aminotransferase II [EC:2.6.1.58 2.6.1.28]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K03334	IL4I1; L-amino-acid oxidase [EC:1.4.3.2]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K03825	aaaT; L-phenylalanine/L-methionine N-acetyltransferase [EC:2.3.1.53 2.3.1.-]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K12732	ARO10; phenylpyruvate decarboxylase [EC:4.1.1.-]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K00055	E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K00457	HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K00285	dadA; D-amino-acid dehydrogenase [EC:1.4.5.1]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K00824	dat; D-alanine transaminase [EC:2.6.1.21]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K07253	MIF; phenylpyruvate tautomerase [EC:5.3.2.1]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K23109	fldH; aromatic 2-oxoacid reductase [EC:1.1.1.110]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K18606	HPPR; hydroxyphenylpyruvate reductase [EC:1.1.1.237]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K13574	hcxB; hydroxycarboxylate dehydrogenase B [EC:1.1.1.237 1.1.1.-]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K28353	corA, hapA1_2, ppaA1; polyporic acid synthase [EC:6.4.1.11]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K21795	pao; phenylalanine 2-monooxygenase [EC:1.13.12.9]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K03782	katG; catalase-peroxidase [EC:1.11.1.21]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K01426	E3.5.1.4, amiE; amidase [EC:3.5.1.4]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K10437	PHAA, PHACA, CYP504A1; phenylacetate 2-hydroxylase [EC:1.14.14.54]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K10775	PAL; phenylalanine ammonia-lyase [EC:4.3.1.24]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K13064	PTAL; phenylalanine/tyrosine ammonia-lyase [EC:4.3.1.25]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K10797	enr; 2-enoate reductase [EC:1.3.1.31]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K05708	hcaE, hcaA1; 3-phenylpropionate/trans-cinnamate dioxygenase subunit alpha [EC:1.14.12.19]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K05709	hcaF, hcaA2; 3-phenylpropionate/trans-cinnamate dioxygenase subunit beta [EC:1.14.12.19]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K05710	hcaC; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K00529	hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K05711	hcaB; 2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase [EC:1.3.1.87]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K05712	mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K05713	mhpB; 2,3-dihydroxyphenylpropionate 1,2-dioxygenase [EC:1.13.11.16]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K05714	mhpC; 2-hydroxy-6-oxonona-2,4-dienedioate hydrolase [EC:3.7.1.14]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K02554	mhpD; 2-keto-4-pentenoate hydratase [EC:4.2.1.80]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K01666	mhpE; 4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]
Metabolism	Amino acid metabolism	Phenylalanine metabolism	K04073	mhpF; acetaldehyde dehydrogenase [EC:1.2.1.10]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00453	TDO2, kynA; tryptophan 2,3-dioxygenase [EC:1.13.11.11]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00463	IDO, INDO; indoleamine 2,3-dioxygenase [EC:1.13.11.52]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K01432	AFMID; arylformamidase [EC:3.5.1.9]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K14263	BNA7; kynurenine formamidase [EC:3.5.1.9]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K07130	kynB; arylformamidase [EC:3.5.1.9]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00486	KMO; kynurenine 3-monooxygenase [EC:1.14.13.9]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K01556	KYNU, kynU; kynureninase [EC:3.7.1.3]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K16901	K16901; anthranilate 3-monooxygenase (FAD) / 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.8 1.14.14.9]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K16902	E1.5.1.45; FAD reductase [NAD(P)H] [EC:1.5.1.45]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00452	HAAO; 3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K03392	ACMSD; aminocarboxymuconate-semialdehyde decarboxylase [EC:4.1.1.45]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K23234	ALDH8A1; aminomuconate-semialdehyde dehydrogenase [EC:1.2.1.32]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K10217	dmpC, xylG, praB; aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K15067	amnD; 2-aminomuconate deaminase [EC:3.5.99.5]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K15791	DHKTD1; 2-oxoadipate dehydrogenase E1 component [EC:1.2.4.-]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00658	DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00382	DLD, lpd, pdhD; dihydrolipoyl dehydrogenase [EC:1.8.1.4]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00252	GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K01692	paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K01825	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K01782	fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K07515	HADHA; enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K07514	EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K07511	ECHS1; enoyl-CoA hydratase [EC:4.2.1.17]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00022	HADH; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00626	ACAT, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00816	CCBL; kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase [EC:2.6.1.7 4.4.1.13 2.6.1.64]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00825	AADAT, KAT2; kynurenine/2-aminoadipate aminotransferase [EC:2.6.1.7 2.6.1.39]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K14264	BNA3; kynurenine aminotransferase [EC:2.6.1.7]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K01667	tnaA; tryptophanase [EC:4.1.99.1]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00502	TPH1_2; tryptophan 5-monooxygenase [EC:1.14.16.4]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K01593	DDC, TDC; aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K22433	PSID; L-tryptophan decarboxylase [EC:4.1.1.105]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K24541	CYP71P1; tryptamine 5-hydroxylase [EC:1.14.14.186]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00274	MAO, aofH; monoamine oxidase [EC:1.4.3.4]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00128	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K14085	ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00149	ALDH9A1; aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00157	AOX; aldehyde oxidase [EC:1.2.3.1]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00543	ASMT; acetylserotonin O-methyltransferase [EC:2.1.1.4]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00669	AANAT; arylalkylamine N-acetyltransferase [EC:2.3.1.87]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K22450	SNAT; aralkylamine N-acetyltransferase [EC:2.3.1.87]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K22588	ASMT; acetylserotonin O-methyltransferase, plant [EC:2.1.1.4]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K13066	COMT; caffeic acid 3-O-methyltransferase / acetylserotonin O-methyltransferase [EC:2.1.1.68 2.1.1.4]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K07408	CYP1A1; cytochrome P450 family 1 subfamily A1 [EC:1.14.14.1]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K07409	CYP1A2; cytochrome P450 family 1 subfamily A2 [EC:1.14.14.1]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K07410	CYP1B1; cytochrome P450 family 1 subfamily B1 [EC:1.14.14.1]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K14338	cypD_E, CYP102A, CYP505; cytochrome P450 / NADPH-cytochrome P450 reductase [EC:1.14.14.1 1.6.2.4]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00562	INMT, TEMT; methyltransferase [EC:2.1.1.49 2.1.1.96]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K11812	CYP79B1_2; tryptophan N-monooxygenase [EC:1.14.14.156]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K11813	CYP79B3; tryptophan N-monooxygenase [EC:1.14.14.156]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K11816	YUCCA; indole-3-pyruvate monooxygenase [EC:1.14.13.168]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K03334	IL4I1; L-amino-acid oxidase [EC:1.4.3.2]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K14265	Tam1; tryptophan aminotransferase [EC:2.6.1.27]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00838	ARO8; aromatic amino acid aminotransferase I / 2-aminoadipate transaminase [EC:2.6.1.57 2.6.1.39 2.6.1.27 2.6.1.5]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K16903	TAA1; L-tryptophan---pyruvate aminotransferase [EC:2.6.1.99]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00837	ISS1, VAS1; aromatic aminotransferase [EC:2.6.1.-]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K23109	fldH; aromatic 2-oxoacid reductase [EC:1.1.1.110]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K28345	tdiA; didemethylasterriquinone D synthase [EC:6.4.1.12]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K04103	ipdC; indolepyruvate decarboxylase [EC:4.1.1.74]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K11182	AOC1, ABP1; diamine oxidase [EC:1.4.3.22]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K11868	CYP71A13; indoleacetaldoxime dehydratase [EC:4.8.1.3]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K11817	AAO1_2; indole-3-acetaldehyde oxidase [EC:1.2.3.7]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K22417	AAO4; benzaldehyde dehydrogenase (NAD+) / indole-3-acetaldehyde oxidase [EC:1.2.1.28 1.2.3.7]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K01501	E3.5.5.1; nitrilase [EC:3.5.5.1]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K01721	nthA; nitrile hydratase subunit alpha [EC:4.2.1.84]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K20807	nthB; nitrile hydratase subunit beta [EC:4.2.1.84]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K00466	iaaM; tryptophan 2-monooxygenase [EC:1.13.12.3]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K01426	E3.5.1.4, amiE; amidase [EC:3.5.1.4]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K21801	iaaH; indoleacetamide hydrolase [EC:3.5.1.-]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K11818	CYP83B1; aromatic aldoxime N-monooxygenase [EC:1.14.14.45]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K11819	SUR1, RTY; S-alkyl-thiohydroximate lyase SUR1 [EC:4.4.1.-]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K11820	UGT74B1; N-hydroxythioamide S-beta-glucosyltransferase [EC:2.4.1.195]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K11821	ST5A, SOT16; aromatic desulfoglucosinolate sulfotransferase [EC:2.8.2.24]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K01237	E3.2.1.147; myrosinase [EC:3.2.1.147]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K03781	katE, CAT, catB, srpA; catalase [EC:1.11.1.6]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K03782	katG; catalase-peroxidase [EC:1.11.1.21]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K20219	phsA; o-aminophenol oxidase [EC:1.10.3.4]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K20204	griF; grixazone synthase / o-aminophenol oxidase [EC:1.10.3.15 1.10.3.4]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K23947	DAO; 2-oxoglutarate-dependent dioxygenase [EC:1.14.11.-]
Metabolism	Amino acid metabolism	Tryptophan metabolism	K23384	iad; indoleacetate decarboxylase [EC:4.1.1.115]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K01626	E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K03856	AROA2, aroA; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K13853	aroG, aroA; 3-deoxy-7-phosphoheptulonate synthase / chorismate mutase [EC:2.5.1.54 5.4.99.5]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K13830	ARO1; pentafunctional AROM polypeptide [EC:4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K01735	aroB; 3-dehydroquinate synthase [EC:4.2.3.4]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K13829	aroKB; shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K16305	K16305; fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K16306	K16306; fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K11646	K11646; 3-dehydroquinate synthase II [EC:1.4.1.24]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K03785	aroD; 3-dehydroquinate dehydratase I [EC:4.2.1.10]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K03786	aroQ, qutE; 3-dehydroquinate dehydratase II [EC:4.2.1.10]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K13832	aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K09483	quiC; 3-dehydroshikimate dehydratase [EC:4.2.1.118]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K26400	quiC1, QA-4; 3-dehydroshikimate dehydratase [EC:4.2.1.118]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K09484	QUTB, QA-3; quinate dehydrogenase [EC:1.1.1.24]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K25901	qsuD; quinate/shikimate dehydrogenase (NAD+) [EC:1.1.1.24]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K00014	aroE; shikimate dehydrogenase [EC:1.1.1.25]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K05358	quiA; quinate dehydrogenase (quinone) [EC:1.1.5.8]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K05887	ydiB; quinate/shikimate dehydrogenase [EC:1.1.1.282]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K00891	aroK, aroL; shikimate kinase [EC:2.7.1.71]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K00800	aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K24018	K24018; cyclohexadieny/prephenate dehydrogenase / 3-phosphoshikimate 1-carboxyvinyltransferase [EC:1.3.1.43 1.3.1.12 2.5.1.19]
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis	K01736	aroC; chorismate synthase [EC:4.2.3.5]
